#bin	chrom	chromStart	chromEnd	name	score	strand	thickStart	thickEnd	type
1516	chr9	122120081	122120167	hsa-mir-4478	0	-	0	0	miRNA
1524	chr9	123111545	123111643	hsa-mir-600	0	-	0	0	miRNA
1526	chr9	123402524	123402603	hsa-mir-601	0	-	0	0	miRNA
1527	chr9	123485528	123485622	hsa-mir-7150	0	-	0	0	miRNA
1536	chr9	124692441	124692551	hsa-mir-181a-2	0	+	0	0	miRNA
1536	chr9	124693709	124693798	hsa-mir-181b-2	0	+	0	0	miRNA
1559	chr9	127690686	127690795	hsa-mir-3911	0	-	0	0	miRNA
1559	chr9	127785832	127785923	hsa-mir-3960	0	+	0	0	miRNA
1559	chr9	127785917	127786007	hsa-mir-2861	0	+	0	0	miRNA
1560	chr9	127869414	127869495	hsa-mir-4672	0	-	0	0	miRNA
1563	chr9	128244720	128244830	hsa-mir-199b	0	-	0	0	miRNA
1563	chr9	128244946	128245030	hsa-mir-3154	0	-	0	0	miRNA
1564	chr9	128392617	128392714	hsa-mir-219a-2	0	-	0	0	miRNA
1564	chr9	128392620	128392708	hsa-mir-219b	0	+	0	0	miRNA
1575	chr9	129869604	129869671	hsa-mir-6855	0	+	0	0	miRNA
1578	chr9	130241386	130241488	hsa-mir-12126	0	+	0	0	miRNA
1581	chr9	130626296	130626363	hsa-mir-6856	0	+	0	0	miRNA
1599	chr9	132945706	132945771	hsa-mir-548aw	0	+	0	0	miRNA
1600	chr9	133051995	133052059	hsa-mir-6877	0	+	0	0	miRNA
1610	chr9	134379410	134379472	hsa-mir-4669	0	+	0	0	miRNA
1613	chr9	134849297	134849369	hsa-mir-3689c	0	-	0	0	miRNA
1613	chr9	134849486	134849564	hsa-mir-3689a	0	-	0	0	miRNA
1613	chr9	134850124	134850272	hsa-mir-3689b	0	-	0	0	miRNA
1613	chr9	134850569	134850641	hsa-mir-3689e	0	-	0	0	miRNA
1613	chr9	134850741	134850807	hsa-mir-3689f	0	-	0	0	miRNA
1626	chr9	136519567	136519626	hsa-mir-4673	0	-	0	0	miRNA
1626	chr9	136546172	136546259	hsa-mir-4674	0	-	0	0	miRNA
1627	chr9	136670601	136670686	hsa-mir-126	0	+	0	0	miRNA
1628	chr9	136746892	136746970	hsa-mir-6722	0	-	0	0	miRNA
1628	chr9	136830956	136831023	hsa-mir-4292	0	+	0	0	miRNA
1629	chr9	136886732	136886803	hsa-mir-4479	0	+	0	0	miRNA
1631	chr9	137169185	137169270	hsa-mir-3621	0	-	0	0	miRNA
1633	chr9	137450025	137450086	hsa-mir-7114	0	-	0	0	miRNA
1636	chr9	137838418	137838516	hsa-mir-602	0	+	0	0	miRNA
633	chrX	6383905	6383963	hsa-mir-4770	0	-	0	0	miRNA
639	chrX	7147859	7147937	hsa-mir-4767	0	+	0	0	miRNA
647	chrX	8126964	8127061	hsa-mir-651	0	+	0	0	miRNA
671	chrX	11318613	11318686	hsa-mir-548ax	0	-	0	0	miRNA
688	chrX	13590291	13590346	hsa-mir-6086	0	+	0	0	miRNA
711	chrX	16627011	16627085	hsa-mir-548am	0	-	0	0	miRNA
717	chrX	17425880	17425954	hsa-mir-4768	0	+	0	0	miRNA
737	chrX	20017087	20017187	hsa-mir-23c	0	-	0	0	miRNA
802	chrX	28495554	28495663	hsa-mir-6134	0	-	0	0	miRNA
810	chrX	29574277	29574358	hsa-mir-4666b	0	+	0	0	miRNA
833	chrX	32583655	32583752	hsa-mir-3915	0	-	0	0	miRNA
834	chrX	32641473	32641559	hsa-mir-548f-5	0	-	0	0	miRNA
887	chrX	39661215	39661321	hsa-mir-3937	0	+	0	0	miRNA
888	chrX	39837560	39837613	hsa-mir-1587	0	+	0	0	miRNA
934	chrX	45746156	45746266	hsa-mir-221	0	-	0	0	miRNA
934	chrX	45747014	45747124	hsa-mir-222	0	-	0	0	miRNA
948	chrX	47587428	47587505	hsa-mir-4769	0	+	0	0	miRNA
966	chrX	50003147	50003238	hsa-mir-532	0	+	0	0	miRNA
966	chrX	50003502	50003588	hsa-mir-188	0	+	0	0	miRNA
966	chrX	50008430	50008514	hsa-mir-500a	0	+	0	0	miRNA
966	chrX	50008963	50009028	hsa-mir-362	0	+	0	0	miRNA
966	chrX	50009721	50009805	hsa-mir-501	0	+	0	0	miRNA
966	chrX	50010671	50010750	hsa-mir-500b	0	+	0	0	miRNA
966	chrX	50013240	50013337	hsa-mir-660	0	+	0	0	miRNA
966	chrX	50014597	50014683	hsa-mir-502	0	+	0	0	miRNA
984	chrX	52336556	52336642	hsa-mir-8088	0	-	0	0	miRNA
990	chrX	53195410	53195488	hsa-mir-6895	0	-	0	0	miRNA
990	chrX	53198888	53198945	hsa-mir-6894	0	-	0	0	miRNA
992	chrX	53405672	53405765	hsa-mir-6857	0	-	0	0	miRNA
993	chrX	53556222	53556341	hsa-mir-98	0	-	0	0	miRNA
993	chrX	53557191	53557274	hsa-let-7f-2	0	-	0	0	miRNA
1071	chrX	63786001	63786087	hsa-mir-1468	0	-	0	0	miRNA
1088	chrX	66018869	66018979	hsa-mir-223	0	+	0	0	miRNA
1119	chrX	70022856	70022923	hsa-mir-676	0	+	0	0	miRNA
1151	chrX	74218376	74218461	hsa-mir-421	0	-	0	0	miRNA
1151	chrX	74218546	74218618	hsa-mir-374b	0	-	0	0	miRNA
1151	chrX	74218548	74218618	hsa-mir-374c	0	+	0	0	miRNA
1151	chrX	74287103	74287209	hsa-mir-545	0	-	0	0	miRNA
1151	chrX	74287285	74287357	hsa-mir-374a	0	-	0	0	miRNA
1171	chrX	76919272	76919360	hsa-mir-384	0	-	0	0	miRNA
1172	chrX	77005403	77005501	hsa-mir-325	0	-	0	0	miRNA
1186	chrX	78901193	78901249	hsa-mir-4328	0	-	0	0	miRNA
1227	chrX	84225751	84225828	hsa-mir-548i-4	0	-	0	0	miRNA
1239	chrX	85835779	85835858	hsa-mir-1321	0	+	0	0	miRNA
1240	chrX	85903635	85903707	hsa-mir-361	0	-	0	0	miRNA
1310	chrX	95063140	95063226	hsa-mir-548m	0	-	0	0	miRNA
1398	chrX	106639813	106639896	hsa-mir-548an	0	+	0	0	miRNA
1424	chrX	110055328	110055426	hsa-mir-652	0	+	0	0	miRNA
1424	chrX	110082117	110082218	hsa-mir-3978	0	+	0	0	miRNA
1445	chrX	112780717	112780788	hsa-mir-4329	0	-	0	0	miRNA
1459	chrX	114639434	114639519	hsa-mir-764	0	+	0	0	miRNA
1459	chrX	114651543	114651623	hsa-mir-1912	0	+	0	0	miRNA
1459	chrX	114652654	114652723	hsa-mir-1264	0	+	0	0	miRNA
1460	chrX	114715232	114715344	hsa-mir-1298	0	+	0	0	miRNA
1460	chrX	114763183	114763263	hsa-mir-1911	0	+	0	0	miRNA
1461	chrX	114823453	114823564	hsa-mir-448	0	+	0	0	miRNA
1488	chrX	118386393	118386471	hsa-mir-1277	0	+	0	0	miRNA
1497	chrX	119646737	119646848	hsa-mir-766	0	-	0	0	miRNA
1510	chrX	121370971	121371053	hsa-mir-3672	0	+	0	0	miRNA
1608	chrX	134169377	134169452	hsa-mir-363	0	-	0	0	miRNA
1608	chrX	134169537	134169612	hsa-mir-92a-2	0	-	0	0	miRNA
1608	chrX	134169808	134169877	hsa-mir-20b	0	-	0	0	miRNA
1608	chrX	134170040	134170111	hsa-mir-18b	0	-	0	0	miRNA
1608	chrX	134170197	134170278	hsa-mir-106a	0	-	0	0	miRNA
1611	chrX	134540184	134540262	hsa-mir-450b	0	-	0	0	miRNA
1611	chrX	134540340	134540431	hsa-mir-450a-1	0	-	0	0	miRNA
1611	chrX	134540507	134540607	hsa-mir-450a-2	0	-	0	0	miRNA
1611	chrX	134541340	134541437	hsa-mir-542	0	-	0	0	miRNA
1611	chrX	134546327	134546398	hsa-mir-503	0	-	0	0	miRNA
1611	chrX	134546613	134546711	hsa-mir-424	0	-	0	0	miRNA
1626	chrX	136550877	136550960	hsa-mir-934	0	+	0	0	miRNA
1642	chrX	138667710	138667793	hsa-mir-504	0	-	0	0	miRNA
1652	chrX	139924147	139924231	hsa-mir-505	0	-	0	0	miRNA
1660	chrX	140926159	140926231	hsa-mir-320d-2	0	-	0	0	miRNA
1698	chrX	145992749	145992826	hsa-mir-892c	0	-	0	0	miRNA
1698	chrX	145994274	145994351	hsa-mir-890	0	-	0	0	miRNA
1698	chrX	145994783	145994860	hsa-mir-888	0	-	0	0	miRNA
1698	chrX	145996668	145996743	hsa-mir-892a	0	-	0	0	miRNA
1698	chrX	145997197	145997274	hsa-mir-892b	0	-	0	0	miRNA
1698	chrX	146001052	146001131	hsa-mir-891b	0	-	0	0	miRNA
1699	chrX	146027793	146027872	hsa-mir-891a	0	-	0	0	miRNA
1707	chrX	147189703	147189787	hsa-mir-513c	0	-	0	0	miRNA
1708	chrX	147199043	147199127	hsa-mir-513b	0	-	0	0	miRNA
1708	chrX	147230719	147230843	hsa-mir-506	0	-	0	0	miRNA
1708	chrX	147230983	147231077	hsa-mir-507	0	-	0	0	miRNA
1708	chrX	147236912	147237027	hsa-mir-508	0	-	0	0	miRNA
1708	chrX	147250150	147250230	hsa-mir-514b	0	-	0	0	miRNA
1708	chrX	147259651	147259726	hsa-mir-509-3	0	-	0	0	miRNA
1708	chrX	147272334	147272408	hsa-mir-510	0	-	0	0	miRNA
1731	chrX	150228003	150228083	hsa-mir-2114	0	+	0	0	miRNA
1738	chrX	151168221	151168326	hsa-mir-4330	0	+	0	0	miRNA
1744	chrX	151958577	151958658	hsa-mir-224	0	-	0	0	miRNA
1744	chrX	151959627	151959712	hsa-mir-452	0	-	0	0	miRNA
1747	chrX	152393420	152393529	hsa-mir-767	0	-	0	0	miRNA
1754	chrX	153335461	153335537	hsa-mir-12129	0	+	0	0	miRNA
1760	chrX	154019919	154019989	hsa-mir-718	0	-	0	0	miRNA
1763	chrX	154450319	154450386	hsa-mir-6858	0	+	0	0	miRNA
1765	chrX	154768595	154768656	hsa-mir-664b	0	+	0	0	miRNA
620	chrY	4606119	4606228	hsa-mir-9985	0	+	0	0	miRNA
687	chrY	13479176	13479266	hsa-mir-12120	0	+	0	0	miRNA
589	chr10	641688	641778	hsa-mir-5699	0	-	0	0	miRNA
600	chr10	2076018	2076089	hsa-mir-6072	0	-	0	0	miRNA
615	chr10	3991159	3991259	hsa-mir-6078	0	+	0	0	miRNA
631	chr10	6152195	6152277	hsa-mir-3155a	0	+	0	0	miRNA
631	chr10	6152206	6152262	hsa-mir-3155b	0	-	0	0	miRNA
677	chr10	12130759	12130816	hsa-mir-548ak	0	-	0	0	miRNA
680	chr10	12578752	12578823	hsa-mir-4480	0	+	0	0	miRNA
681	chr10	12653137	12653197	hsa-mir-4481	0	-	0	0	miRNA
682	chr10	12725253	12725353	hsa-mir-548q	0	-	0	0	miRNA
694	chr10	14383199	14383277	hsa-mir-4293	0	-	0	0	miRNA
695	chr10	14436575	14436661	hsa-mir-1265	0	+	0	0	miRNA
721	chr10	17845106	17845193	hsa-mir-511	0	+	0	0	miRNA
741	chr10	20551969	20552046	hsa-mir-4675	0	+	0	0	miRNA
749	chr10	21496561	21496641	hsa-mir-1915	0	-	0	0	miRNA
770	chr10	24275684	24275781	hsa-mir-603	0	+	0	0	miRNA
800	chr10	28289257	28289350	hsa-mir-8086	0	-	0	0	miRNA
810	chr10	29545003	29545097	hsa-mir-604	0	-	0	0	miRNA
810	chr10	29602263	29602346	hsa-mir-938	0	-	0	0	miRNA
816	chr10	30368596	30368665	hsa-mir-7162	0	-	0	0	miRNA
852	chr10	35079597	35079680	hsa-mir-3611	0	-	0	0	miRNA
856	chr10	35641171	35641252	hsa-mir-4683	0	-	0	0	miRNA
913	chr10	42997562	42997681	hsa-mir-5100	0	+	0	0	miRNA
958	chr10	48985511	48985587	hsa-mir-4294	0	-	0	0	miRNA
976	chr10	51299572	51299655	hsa-mir-605	0	+	0	0	miRNA
1022	chr10	57304478	57304559	hsa-mir-3924	0	-	0	0	miRNA
1068	chr10	63372956	63373048	hsa-mir-1296	0	-	0	0	miRNA
1099	chr10	67403350	67403410	hsa-mir-7151	0	-	0	0	miRNA
1132	chr10	71790746	71790800	hsa-mir-7152	0	+	0	0	miRNA
1139	chr10	72721028	72721100	hsa-mir-4676	0	+	0	0	miRNA
1161	chr10	75552457	75552553	hsa-mir-606	0	+	0	0	miRNA
1243	chr10	86264693	86264788	hsa-mir-346	0	-	0	0	miRNA
1252	chr10	87503880	87503954	hsa-mir-4678	0	+	0	0	miRNA
1268	chr10	89592746	89592827	hsa-mir-107	0	-	0	0	miRNA
1317	chr10	96064314	96064399	hsa-mir-3157	0	-	0	0	miRNA
1323	chr10	96828668	96828764	hsa-mir-607	0	-	0	0	miRNA
1331	chr10	97875812	97875897	hsa-mir-3085	0	-	0	0	miRNA
1335	chr10	98395217	98395307	hsa-mir-1287	0	-	0	0	miRNA
1335	chr10	98431291	98431360	hsa-mir-4685	0	-	0	0	miRNA
1339	chr10	98924498	98924568	hsa-mir-6507	0	-	0	0	miRNA
1355	chr10	100974984	100975084	hsa-mir-608	0	+	0	0	miRNA
1366	chr10	102436511	102436584	hsa-mir-146b	0	+	0	0	miRNA
1373	chr10	103394252	103394401	hsa-mir-1307	0	-	0	0	miRNA
1378	chr10	104048088	104048186	hsa-mir-936	0	-	0	0	miRNA
1380	chr10	104218788	104218883	hsa-mir-609	0	-	0	0	miRNA
1380	chr10	104268335	104268405	hsa-mir-4482	0	-	0	0	miRNA
1431	chr10	110898089	110898155	hsa-mir-4680	0	+	0	0	miRNA
1431	chr10	110988925	110989013	hsa-mir-548e	0	+	0	0	miRNA
1441	chr10	112299611	112299690	hsa-mir-6715a	0	+	0	0	miRNA
1441	chr10	112299611	112299688	hsa-mir-6715b	0	-	0	0	miRNA
1444	chr10	112634169	112634254	hsa-mir-4295	0	+	0	0	miRNA
1453	chr10	113777992	113778054	hsa-mir-4483	0	-	0	0	miRNA
1456	chr10	114174104	114174179	hsa-mir-2110	0	-	0	0	miRNA
1476	chr10	116827487	116827568	hsa-mir-9851	0	-	0	0	miRNA
1478	chr10	117167677	117167774	hsa-mir-3663	0	-	0	0	miRNA
1495	chr10	119377971	119378043	hsa-mir-4681	0	+	0	0	miRNA
1500	chr10	119958512	119958592	hsa-mir-4682	0	+	0	0	miRNA
1518	chr10	122416964	122417067	hsa-mir-3941	0	+	0	0	miRNA
1538	chr10	125032782	125032870	hsa-mir-4296	0	-	0	0	miRNA
1544	chr10	125819739	125819822	hsa-mir-4484	0	+	0	0	miRNA
1575	chr10	129843298	129843374	hsa-mir-4297	0	-	0	0	miRNA
1584	chr10	130962587	130962668	hsa-mir-378c	0	-	0	0	miRNA
1601	chr10	133247510	133247620	hsa-mir-202	0	-	0	0	miRNA
1602	chr10	133371555	133371663	hsa-mir-3944	0	-	0	0	miRNA
586	chr11	209335	209406	hsa-mir-6743	0	+	0	0	miRNA
589	chr11	568088	568198	hsa-mir-210	0	-	0	0	miRNA
594	chr11	1256604	1256670	hsa-mir-6744	0	+	0	0	miRNA
599	chr11	1859463	1859536	hsa-mir-4298	0	-	0	0	miRNA
599	chr11	1880044	1880147	hsa-mir-7847	0	+	0	0	miRNA
600	chr11	1996758	1996831	hsa-mir-675	0	-	0	0	miRNA
601	chr11	2134133	2134209	hsa-mir-483	0	-	0	0	miRNA
601	chr11	2173062	2173138	hsa-mir-4686	0	+	0	0	miRNA
614	chr11	3856061	3856141	hsa-mir-4687	0	+	0	0	miRNA
640	chr11	7234765	7234837	hsa-mir-302e	0	+	0	0	miRNA
654	chr11	9090311	9090379	hsa-mir-5691	0	-	0	0	miRNA
665	chr11	10508269	10508326	hsa-mir-4485	0	-	0	0	miRNA
673	chr11	11656650	11656722	hsa-mir-4299	0	-	0	0	miRNA
674	chr11	11783134	11783222	hsa-mir-8070	0	-	0	0	miRNA
677	chr11	12163682	12163767	hsa-mir-6124	0	+	0	0	miRNA
706	chr11	15969532	15969621	hsa-mir-6073	0	-	0	0	miRNA
725	chr11	18387786	18387860	hsa-mir-3159	0	+	0	0	miRNA
734	chr11	19575309	19575372	hsa-mir-4486	0	+	0	0	miRNA
735	chr11	19760003	19760083	hsa-mir-4694	0	-	0	0	miRNA
763	chr11	23419104	23419190	hsa-mir-8054	0	-	0	0	miRNA
794	chr11	27514969	27515047	hsa-mir-8087	0	-	0	0	miRNA
799	chr11	28056814	28056910	hsa-mir-610	0	+	0	0	miRNA
802	chr11	28477480	28477548	hsa-mir-8068	0	-	0	0	miRNA
851	chr11	34941836	34941920	hsa-mir-1343	0	+	0	0	miRNA
859	chr11	36010097	36010204	hsa-mir-3973	0	+	0	0	miRNA
917	chr11	43559655	43559753	hsa-mir-670	0	+	0	0	miRNA
933	chr11	45691703	45691776	hsa-mir-7154	0	-	0	0	miRNA
938	chr11	46376401	46376484	hsa-mir-4688	0	+	0	0	miRNA
941	chr11	46753124	46753192	hsa-mir-5582	0	-	0	0	miRNA
944	chr11	47179610	47179737	hsa-mir-6745	0	-	0	0	miRNA
946	chr11	47400969	47401042	hsa-mir-4487	0	+	0	0	miRNA
951	chr11	48096781	48096858	hsa-mir-3161	0	+	0	0	miRNA
1017	chr11	56743872	56743981	hsa-mir-6128	0	+	0	0	miRNA
1024	chr11	57641197	57641286	hsa-mir-130a	0	+	0	0	miRNA
1039	chr11	59595076	59595158	hsa-mir-3162	0	-	0	0	miRNA
1044	chr11	60209070	60209156	hsa-mir-6503	0	-	0	0	miRNA
1054	chr11	61508595	61508657	hsa-mir-4488	0	+	0	0	miRNA
1056	chr11	61792494	61792561	hsa-mir-611	0	-	0	0	miRNA
1056	chr11	61815160	61815240	hsa-mir-1908	0	-	0	0	miRNA
1057	chr11	61878215	61878278	hsa-mir-6746	0	-	0	0	miRNA
1062	chr11	62567010	62567071	hsa-mir-6747	0	-	0	0	miRNA
1064	chr11	62789814	62789885	hsa-mir-6748	0	+	0	0	miRNA
1064	chr11	62792701	62792771	hsa-mir-6514	0	-	0	0	miRNA
1075	chr11	64341848	64341904	hsa-mir-7155	0	-	0	0	miRNA
1076	chr11	64368601	64368703	hsa-mir-1237	0	+	0	0	miRNA
1079	chr11	64878522	64878609	hsa-mir-10392	0	-	0	0	miRNA
1080	chr11	64891136	64891246	hsa-mir-192	0	-	0	0	miRNA
1080	chr11	64898362	64898437	hsa-mir-6750	0	-	0	0	miRNA
1080	chr11	64902386	64902455	hsa-mir-6749	0	-	0	0	miRNA
1081	chr11	65018504	65018570	hsa-mir-6879	0	+	0	0	miRNA
1081	chr11	65129915	65129978	hsa-mir-6751	0	-	0	0	miRNA
1084	chr11	65444457	65444557	hsa-mir-612	0	+	0	0	miRNA
1085	chr11	65636309	65636369	hsa-mir-4690	0	+	0	0	miRNA
1085	chr11	65649191	65649253	hsa-mir-4489	0	+	0	0	miRNA
1095	chr11	66934433	66934506	hsa-mir-3163	0	-	0	0	miRNA
1096	chr11	67045642	67045708	hsa-mir-6860	0	+	0	0	miRNA
1099	chr11	67490244	67490315	hsa-mir-6752	0	+	0	0	miRNA
1104	chr11	68032863	68032922	hsa-mir-7113	0	+	0	0	miRNA
1104	chr11	68033896	68033981	hsa-mir-4691	0	+	0	0	miRNA
1104	chr11	68044793	68044957	hsa-mir-6753	0	+	0	0	miRNA
1112	chr11	69083175	69083258	hsa-mir-3164	0	+	0	0	miRNA
1121	chr11	70283954	70284070	hsa-mir-548k	0	+	0	0	miRNA
1125	chr11	70872269	70872368	hsa-mir-3664	0	-	0	0	miRNA
1130	chr11	71473502	71473568	hsa-mir-6754	0	+	0	0	miRNA
1134	chr11	72072227	72072302	hsa-mir-3165	0	-	0	0	miRNA
1139	chr11	72615062	72615130	hsa-mir-139	0	-	0	0	miRNA
1140	chr11	72783529	72783592	hsa-mir-4692	0	+	0	0	miRNA
1152	chr11	74399236	74399333	hsa-mir-548al	0	+	0	0	miRNA
1155	chr11	74720267	74720337	hsa-mir-4696	0	-	0	0	miRNA
1159	chr11	75335091	75335186	hsa-mir-326	0	-	0	0	miRNA
1190	chr11	79402021	79402109	hsa-mir-708	0	-	0	0	miRNA
1190	chr11	79422168	79422226	hsa-mir-5579	0	-	0	0	miRNA
1209	chr11	81890740	81890836	hsa-mir-4300	0	-	0	0	miRNA
1243	chr11	86278332	86278398	hsa-mir-6755	0	+	0	0	miRNA
1257	chr11	88176501	88176593	hsa-mir-3166	0	+	0	0	miRNA
1275	chr11	90555773	90555857	hsa-mir-4490	0	-	0	0	miRNA
1278	chr11	90869120	90869202	hsa-mir-1261	0	-	0	0	miRNA
1300	chr11	93733673	93733764	hsa-mir-1304	0	-	0	0	miRNA
1305	chr11	94466494	94466580	hsa-mir-548l	0	-	0	0	miRNA
1320	chr11	96341437	96341526	hsa-mir-1260b	0	+	0	0	miRNA
1359	chr11	101519819	101519905	hsa-mir-3920	0	-	0	0	miRNA
1377	chr11	103849905	103849980	hsa-mir-4693	0	+	0	0	miRNA
1434	chr11	111347756	111347824	hsa-mir-4491	0	+	0	0	miRNA
1435	chr11	111512937	111513021	hsa-mir-34b	0	+	0	0	miRNA
1435	chr11	111513438	111513515	hsa-mir-34c	0	+	0	0	miRNA
1450	chr11	113450022	113450088	hsa-mir-4301	0	-	0	0	miRNA
1490	chr11	118643999	118644079	hsa-mir-6716	0	+	0	0	miRNA
1492	chr11	118910707	118910787	hsa-mir-4492	0	+	0	0	miRNA
1495	chr11	119312949	119313012	hsa-mir-6756	0	-	0	0	miRNA
1516	chr11	122099756	122099844	hsa-mir-125b-1	0	-	0	0	miRNA
1516	chr11	122146521	122146593	hsa-let-7a-2	0	-	0	0	miRNA
1516	chr11	122152102	122152156	hsa-mir-10526	0	-	0	0	miRNA
1516	chr11	122152228	122152308	hsa-mir-100	0	-	0	0	miRNA
1526	chr11	123381439	123381512	hsa-mir-4493	0	-	0	0	miRNA
1553	chr11	126988457	126988542	hsa-mir-3167	0	-	0	0	miRNA
1565	chr11	128522389	128522449	hsa-mir-6090	0	+	0	0	miRNA
1581	chr11	130666734	130666803	hsa-mir-8052	0	+	0	0	miRNA
1606	chr11	133898503	133898581	hsa-mir-4697	0	-	0	0	miRNA
597	chr12	1660314	1660380	hsa-mir-3649	0	-	0	0	miRNA
638	chr12	6963698	6963766	hsa-mir-200c	0	+	0	0	miRNA
638	chr12	6964096	6964191	hsa-mir-141	0	+	0	0	miRNA
682	chr12	12764648	12764743	hsa-mir-613	0	+	0	0	miRNA
683	chr12	12915828	12915918	hsa-mir-614	0	+	0	0	miRNA
719	chr12	17673298	17673394	hsa-mir-3974	0	+	0	0	miRNA
769	chr12	24212420	24212495	hsa-mir-920	0	+	0	0	miRNA
782	chr12	25874019	25874079	hsa-mir-4302	0	-	0	0	miRNA
907	chr12	42323699	42323859	hsa-mir-7851	0	-	0	0	miRNA
945	chr12	47187811	47187891	hsa-mir-4698	0	+	0	0	miRNA
946	chr12	47364185	47364269	hsa-mir-4494	0	-	0	0	miRNA
952	chr12	48132796	48132867	hsa-mir-6505	0	+	0	0	miRNA
956	chr12	48654443	48654530	hsa-mir-1291	0	-	0	0	miRNA
957	chr12	48771974	48772037	hsa-mir-4701	0	-	0	0	miRNA
968	chr12	50234141	50234212	hsa-mir-1293	0	-	0	0	miRNA
988	chr12	52898888	52898984	hsa-mir-9898	0	-	0	0	miRNA
989	chr12	53056943	53057012	hsa-mir-6757	0	+	0	0	miRNA
997	chr12	54033949	54034045	hsa-mir-615	0	+	0	0	miRNA
999	chr12	54337215	54337314	hsa-mir-148b	0	+	0	0	miRNA
1021	chr12	57194503	57194576	hsa-mir-1228	0	+	0	0	miRNA
1023	chr12	57512687	57512750	hsa-mir-6758	0	+	0	0	miRNA
1023	chr12	57519162	57519259	hsa-mir-616	0	-	0	0	miRNA
1025	chr12	57748617	57748682	hsa-mir-6759	0	-	0	0	miRNA
1026	chr12	57824608	57824692	hsa-mir-26a-2	0	-	0	0	miRNA
1060	chr12	62260358	62260454	hsa-mir-6125	0	+	0	0	miRNA
1062	chr12	62603685	62603769	hsa-let-7i	0	+	0	0	miRNA
1071	chr12	63823662	63823727	hsa-mir-10527	0	+	0	0	miRNA
1078	chr12	64622508	64622605	hsa-mir-548z	0	-	0	0	miRNA
1078	chr12	64622508	64622605	hsa-mir-548c	0	+	0	0	miRNA
1088	chr12	66023619	66023726	hsa-mir-6074	0	-	0	0	miRNA
1090	chr12	66251081	66251157	hsa-mir-6502	0	+	0	0	miRNA
1113	chr12	69273156	69273218	hsa-mir-1279	0	-	0	0	miRNA
1190	chr12	79419256	79419321	hsa-mir-1252	0	+	0	0	miRNA
1201	chr12	80832532	80832629	hsa-mir-617	0	-	0	0	miRNA
1202	chr12	80935735	80935833	hsa-mir-618	0	-	0	0	miRNA
1204	chr12	81158387	81158461	hsa-mir-4699	0	+	0	0	miRNA
1246	chr12	86745067	86745149	hsa-mir-3059	0	-	0	0	miRNA
1306	chr12	94561788	94561859	hsa-mir-5700	0	+	0	0	miRNA
1306	chr12	94571230	94571352	hsa-mir-7844	0	-	0	0	miRNA
1308	chr12	94834397	94834513	hsa-mir-492	0	+	0	0	miRNA
1312	chr12	95308419	95308513	hsa-mir-331	0	+	0	0	miRNA
1312	chr12	95309922	95309984	hsa-mir-3685	0	+	0	0	miRNA
1328	chr12	97491908	97491978	hsa-mir-1251	0	+	0	0	miRNA
1329	chr12	97563811	97563911	hsa-mir-135a-2	0	+	0	0	miRNA
1332	chr12	97939055	97939121	hsa-mir-4495	0	-	0	0	miRNA
1332	chr12	97995382	97995448	hsa-mir-4303	0	-	0	0	miRNA
1349	chr12	100189883	100189949	hsa-mir-1827	0	+	0	0	miRNA
1377	chr12	103930424	103930555	hsa-mir-3652	0	+	0	0	miRNA
1382	chr12	104591632	104591716	hsa-mir-3922	0	+	0	0	miRNA
1413	chr12	108635809	108635870	hsa-mir-4496	0	+	0	0	miRNA
1415	chr12	108836907	108837006	hsa-mir-619	0	-	0	0	miRNA
1422	chr12	109833347	109833436	hsa-mir-4497	0	+	0	0	miRNA
1434	chr12	111304141	111304209	hsa-mir-6760	0	+	0	0	miRNA
1437	chr12	111799833	111799905	hsa-mir-6761	0	+	0	0	miRNA
1439	chr12	112037598	112037715	hsa-mir-3657	0	-	0	0	miRNA
1440	chr12	112163257	112163321	hsa-mir-6861	0	-	0	0	miRNA
1448	chr12	113159112	113159177	hsa-mir-7106	0	-	0	0	miRNA
1449	chr12	113291522	113291608	hsa-mir-6762	0	+	0	0	miRNA
1471	chr12	116148559	116148654	hsa-mir-620	0	-	0	0	miRNA
1473	chr12	116428251	116428318	hsa-mir-4472-2	0	-	0	0	miRNA
1498	chr12	119713633	119713724	hsa-mir-1178	0	-	0	0	miRNA
1501	chr12	120155433	120155499	hsa-mir-4498	0	-	0	0	miRNA
1506	chr12	120723192	120723266	hsa-mir-4700	0	+	0	0	miRNA
1511	chr12	121444272	121444352	hsa-mir-7107	0	-	0	0	miRNA
1523	chr12	123010666	123010728	hsa-mir-4304	0	-	0	0	miRNA
1526	chr12	123364763	123364843	hsa-mir-8072	0	-	0	0	miRNA
1527	chr12	123536408	123536534	hsa-mir-3908	0	+	0	0	miRNA
1533	chr12	124337180	124337242	hsa-mir-6880	0	-	0	0	miRNA
1538	chr12	124915546	124915659	hsa-mir-5188	0	+	0	0	miRNA
1563	chr12	128294091	128294178	hsa-mir-3612	0	+	0	0	miRNA
1596	chr12	132581996	132582061	hsa-mir-6763	0	+	0	0	miRNA
740	chr13	20433777	20433846	hsa-mir-4499	0	-	0	0	miRNA
769	chr13	24162415	24162504	hsa-mir-2276	0	+	0	0	miRNA
887	chr13	39664033	39664135	hsa-mir-4305	0	-	0	0	miRNA
895	chr13	40727815	40727887	hsa-mir-320d-1	0	-	0	0	miRNA
896	chr13	40810765	40810861	hsa-mir-621	0	+	0	0	miRNA
