ID;N°samples > 10 reads;Median;Chromosome;Start;End;Strand;
hsa-miR-3180-3p;215;28.89;16;18402178;18402271;-;
hsa-miR-3180-4-3p:Novel, hsa-miR-3180-5-3p:Novel;146;12.98;16;2135977;2136129;-;
hsa-miR-3180-5p;213;29.37;16;18402178;18402271;-;
hsa-miR-3181;38;3.47;16;50742305;50742377;+;
hsa-miR-3181-3p:Novel;22;1.28;16;50742305;50742377;+;
hsa-miR-3182;5;0.00;16;83508346;83508408;+;
hsa-miR-3182-3p:Novel;36;3.13;16;83508346;83508408;+;
hsa-miR-3183;36;4.55;17;1022476;1022559;-;
hsa-miR-3183-3p:Novel;5;1.25;17;1022476;1022559;-;
hsa-miR-3184-3p;1;0.00;17;30117086;30117160;-;
hsa-miR-3184-5p;19;2.91;17;30117086;30117160;-;
hsa-miR-3185;18;2.35;17;48724408;48724475;-;
hsa-miR-3185-3p:Novel;94;7.72;17;48724408;48724475;-;
hsa-miR-3186-3p;28;2.48;17;81451104;81451188;-;
hsa-miR-3186-5p;1;0.00;17;81451104;81451188;-;
hsa-miR-3187-3p;13;0.48;19;813584;813653;+;
hsa-miR-3187-5p;31;2.45;19;813584;813653;+;
hsa-miR-3188;51;5.88;19;18282077;18282161;+;
hsa-miR-3188-5p:Novel;12;1.13;19;18282077;18282161;+;
hsa-miR-3189-3p;16;0.59;19;18386562;18386634;+;
hsa-miR-3189-5p;18;0.00;19;18386562;18386634;+;
hsa-miR-3190-3p;185;19.01;19;47226942;47227021;+;
hsa-miR-3190-5p;1;0.00;19;47226942;47227021;+;
hsa-miR-3191-3p;73;5.73;19;47226944;47227019;-;
hsa-miR-3191-5p;0;0.00;19;47226944;47227019;-;
hsa-miR-3192-3p;1;0.00;20;18470615;18470691;+;
hsa-miR-3192-5p;12;1.62;20;18470615;18470691;+;
hsa-miR-3193;0;0.00;20;31607186;31607240;+;
hsa-miR-3193-3p:Novel;47;2.60;20;31607186;31607240;+;
hsa-miR-3194-3p;2;0.00;20;51452905;51452977;-;
hsa-miR-3194-5p;6;0.56;20;51452905;51452977;-;
hsa-miR-3195;151;13.86;20;62064802;62064885;+;
hsa-miR-3195-3p:Novel;99;8.28;20;62064802;62064885;+;
hsa-miR-3196;14;1.74;20;63238779;63238842;+;
hsa-miR-3196-3p:Novel;107;8.86;20;63238779;63238842;+;
hsa-miR-3197;45;2.91;21;41167557;41167629;+;
hsa-miR-3197-3p:Novel;8;1.26;21;41167557;41167629;+;
hsa-miR-3198;6;1.88;12;54231397;54231476;-;
hsa-miR-3198-5p:Novel;34;4.26;12;54231397;54231476;-;
hsa-miR-3199;13;1.73;22;27920526;27920611;+;
hsa-miR-3199-3p:Novel;25;1.43;22;27920526;27920611;+;
hsa-miR-32-3p;1;0.00;9;109046229;109046298;-;
hsa-miR-32-5p;3;0.00;9;109046229;109046298;-;
hsa-miR-3200-3p;4;0.00;22;30731557;30731641;+;
hsa-miR-3200-5p;18;2.52;22;30731557;30731641;+;
hsa-miR-3201;2;0.00;22;48274364;48274415;+;
hsa-miR-3201-3p:Novel;21;0.62;22;48274364;48274415;+;
hsa-miR-3202;37;3.24;X;153981098;153981176;-;
hsa-miR-3202-3p:Novel;46;3.82;X;153981098;153981176;-;
hsa-miR-320a-3p;160;19.68;8;22244966;22245037;-;
hsa-miR-320a-5p;54;4.50;8;22244966;22245037;-;
hsa-miR-320b;34;4.70;1;224257040;224257110;-;
hsa-miR-320b-1-5p:Novel;16;1.22;1;116671746;116671817;+;
hsa-miR-320b-2-5p:Novel;11;1.38;1;224257040;224257110;-;
hsa-miR-320c;125;11.60;18;24321675;24321746;+;
hsa-miR-320c-1-5p:Novel;12;2.54;18;21683518;21683589;+;
hsa-miR-320c-2-5p:Novel;14;1.77;18;24321675;24321746;+;
hsa-miR-320d;115;9.83;X;140926160;140926231;-;
hsa-miR-320d-1-5p:Novel;169;15.76;13;40727816;40727887;-;
hsa-miR-320d-2-5p:Novel;8;1.85;X;140926160;140926231;-;
hsa-miR-320e;83;7.34;19;46709282;46709354;-;
hsa-miR-320e-5p:Novel;232;581.47;19;46709282;46709354;-;
hsa-miR-323a-3p;1;0.00;14;101025732;101025817;+;
hsa-miR-323a-5p;140;12.68;14;101025732;101025817;+;
hsa-miR-323b-3p;0;0.00;14;101056219;101056300;+;
hsa-miR-323b-5p;44;3.29;14;101056219;101056300;+;
hsa-miR-324-3p;98;7.33;17;7223297;7223379;-;
hsa-miR-324-5p;111;9.06;17;7223297;7223379;-;
hsa-miR-325;1;0.00;X;77005404;77005501;-;
hsa-miR-325-3p:Novel;22;1.65;X;77005404;77005501;-;
hsa-miR-326;65;5.76;11;75335092;75335186;-;
hsa-miR-326-5p:Novel;74;4.97;11;75335092;75335186;-;
hsa-miR-328-3p;1;0.00;16;67202321;67202395;-;
hsa-miR-328-5p;75;5.91;16;67202321;67202395;-;
hsa-miR-329-3p;31;3.60;14;101027100;101027183;+;
hsa-miR-329-5p;1;0.33;14;101027100;101027183;+;
hsa-miR-330-3p;3;0.29;19;45638994;45639087;-;
hsa-miR-330-5p;2;0.00;19;45638994;45639087;-;
hsa-miR-331-3p;1;0.00;12;95308420;95308513;+;
hsa-miR-331-5p;2;0.00;12;95308420;95308513;+;
hsa-miR-335-3p;2;0.00;7;130496111;130496204;+;
hsa-miR-335-5p;29;2.53;7;130496111;130496204;+;
hsa-miR-337-3p;0;0.00;14;100874493;100874585;+;
hsa-miR-337-5p;5;0.60;14;100874493;100874585;+;
hsa-miR-338-3p;95;7.51;17;81125883;81125949;-;
hsa-miR-338-5p;4;0.45;17;81125883;81125949;-;
hsa-miR-339-3p;4;0.90;7;1022933;1023026;-;
hsa-miR-339-5p;12;2.10;7;1022933;1023026;-;
hsa-miR-33a-3p;0;0.00;22;41900944;41901012;+;
hsa-miR-33a-5p;24;2.01;22;41900944;41901012;+;
hsa-miR-33b-3p;7;0.80;17;17813836;17813931;-;
hsa-miR-33b-5p;14;1.26;17;17813836;17813931;-;
hsa-miR-340-3p;2;0.00;5;180015303;180015397;-;
hsa-miR-340-5p;10;0.59;5;180015303;180015397;-;
hsa-miR-342-3p;8;0.80;14;100109655;100109753;+;
hsa-miR-342-5p;21;1.48;14;100109655;100109753;+;
hsa-miR-345-3p;65;4.87;14;100307859;100307956;+;
hsa-miR-345-5p;3;0.00;14;100307859;100307956;+;
hsa-miR-346;42;3.02;10;86264694;86264788;-;
hsa-miR-346-3p:Novel;17;2.27;10;86264694;86264788;-;
hsa-miR-34a-3p;0;0.00;1;9151668;9151777;-;
hsa-miR-34a-5p;8;0.88;1;9151668;9151777;-;
hsa-miR-34b-3p;0;0.00;11;111512938;111513021;+;
hsa-miR-34b-5p;15;1.22;11;111512938;111513021;+;
hsa-miR-34c-3p;0;0.00;11;111513439;111513515;+;
hsa-miR-34c-5p;4;0.00;11;111513439;111513515;+;
hsa-miR-3529-3p;0;0.00;15;88611847;88611924;-;
hsa-miR-3529-5p;12;0.79;15;88611847;88611924;-;
hsa-miR-3605-3p;3;0.50;1;33332393;33332492;-;
hsa-miR-3605-5p;47;2.56;1;33332393;33332492;-;
hsa-miR-3606-3p;0;0.00;2;188995630;188995692;+;
hsa-miR-3606-5p;3;0.00;2;188995630;188995692;+;
hsa-miR-3609;41;2.38;7;98881650;98881729;+;
hsa-miR-3609-5p:Novel;4;0.34;7;98881650;98881729;+;
hsa-miR-361-3p;48;3.57;X;85903636;85903707;-;
hsa-miR-361-5p;2;0.00;X;85903636;85903707;-;
hsa-miR-3610;13;1.64;8;116874728;116874800;-;
hsa-miR-3610-5p:Novel;20;2.96;8;116874728;116874800;-;
hsa-miR-3611;3;0.00;10;35079598;35079680;-;
hsa-miR-3611-5p:Novel;5;0.00;10;35079598;35079680;-;
hsa-miR-3612;58;4.10;12;128294092;128294178;+;
hsa-miR-3612-3p:Novel;48;3.50;12;128294092;128294178;+;
hsa-miR-3613-3p;3;0.23;13;49996415;49996501;-;
hsa-miR-3613-5p;11;0.82;13;49996415;49996501;-;
hsa-miR-3614-3p;63;5.08;17;56891270;56891355;-;
hsa-miR-3614-5p;22;1.83;17;56891270;56891355;-;
hsa-miR-3615;57;5.25;17;74748613;74748699;+;
hsa-miR-3615-5p:Novel;103;8.83;17;74748613;74748699;+;
hsa-miR-3616-3p;1;0.00;20;47166967;47167058;+;
hsa-miR-3616-5p;1;0.00;20;47166967;47167058;+;
hsa-miR-3617-3p;0;0.00;20;45705102;45705180;-;
hsa-miR-3617-5p;2;0.00;20;45705102;45705180;-;
hsa-miR-3618;7;0.40;22;20085746;20085833;+;
hsa-miR-3618-5p:Novel;6;0.00;22;20085746;20085833;+;
hsa-miR-3619-3p;141;14.95;22;46091044;46091126;+;
hsa-miR-3619-5p;6;0.65;22;46091044;46091126;+;
hsa-miR-362-3p;0;0.00;X;50008964;50009028;+;
hsa-miR-362-5p;1;0.00;X;50008964;50009028;+;
hsa-miR-3620-5p;20;2.73;1;228097263;228097341;+;
hsa-miR-3621;37;3.15;9;137169186;137169270;-;
hsa-miR-3621-3p:Novel;137;13.74;9;137169186;137169270;-;
hsa-miR-3622a-3p;7;0.77;8;27701677;27701759;+;
hsa-miR-3622a-5p;227;75.07;8;27701677;27701759;+;
hsa-miR-3622b-3p;0;0.00;8;27701673;27701767;-;
hsa-miR-3622b-5p;60;5.40;8;27701673;27701767;-;
hsa-miR-363-3p;6;0.00;X;134169378;134169452;-;
hsa-miR-363-5p;3;0.00;X;134169378;134169452;-;
hsa-miR-3646;17;1.46;20;44408120;44408203;+;
hsa-miR-3646-5p:Novel;7;1.27;20;44408120;44408203;+;
hsa-miR-3648;182;19.97;21;8986999;8987178;+;
hsa-miR-3648-3p:Novel;219;35.78;21;8986999;8987178;+;
hsa-miR-3649;34;0.54;12;1660315;1660380;-;
hsa-miR-3649-5p:Novel;11;1.26;12;1660315;1660380;-;
hsa-miR-3650;2;0.00;5;38557502;38557561;-;
hsa-miR-3650-3p:Novel;10;1.15;5;38557502;38557561;-;
hsa-miR-3651;3;1.18;9;92292458;92292547;-;
hsa-miR-3651-5p:Novel;30;3.66;9;92292458;92292547;-;
hsa-miR-3652;25;3.46;12;103930425;103930555;+;
hsa-miR-3652-3p:Novel;136;12.32;12;103930425;103930555;+;
hsa-miR-3654;19;1.75;7;133034860;133034915;-;
hsa-miR-3654-5p:Novel;14;1.79;7;133034860;133034915;-;
hsa-miR-3655;2;0.32;5;140647844;140647926;+;
hsa-miR-3655-3p:Novel;12;1.57;5;140647844;140647926;+;
hsa-miR-3657;4;0.00;12;112037599;112037715;-;
hsa-miR-3657-5p:Novel;5;0.11;12;112037599;112037715;-;
hsa-miR-3658;4;0.00;1;165907921;165907976;+;
hsa-miR-3658-3p:Novel;2;0.33;1;165907921;165907976;+;
hsa-miR-3659;5;1.15;1;38089231;38089329;+;
hsa-miR-3659-5p:Novel;12;1.02;1;38089231;38089329;+;
hsa-miR-365a-3p, hsa-miR-365b-3p;9;0.00;17;31575411;31575521;+;
hsa-miR-365a-5p;7;1.32;16;14309285;14309371;+;
hsa-miR-365b-5p;7;0.85;17;31575411;31575521;+;
hsa-miR-3660;7;1.19;5;90016621;90016720;-;
hsa-miR-3660-5p:Novel;5;0.68;5;90016621;90016720;-;
hsa-miR-3661;9;1.49;5;134225757;134225852;+;
hsa-miR-3661-3p:Novel;53;4.19;5;134225757;134225852;+;
hsa-miR-3662;11;1.11;6;134979338;134979432;-;
hsa-miR-3662-5p:Novel;6;0.67;6;134979338;134979432;-;
hsa-miR-3663-3p;44;4.18;10;117167678;117167774;-;
hsa-miR-3663-5p;52;5.48;10;117167678;117167774;-;
hsa-miR-3664-3p;16;0.63;11;70872270;70872368;-;
hsa-miR-3664-5p;4;0.47;11;70872270;70872368;-;
hsa-miR-3665;24;3.05;13;77698012;77698116;-;
hsa-miR-3665-3p:Novel;210;45.40;13;77698012;77698116;-;
hsa-miR-3666;6;1.22;7;114653345;114653455;+;
hsa-miR-3666-3p:Novel;46;4.58;7;114653345;114653455;+;
hsa-miR-3667-3p;4;0.00;22;49543393;49543466;-;
hsa-miR-3667-5p;4;0.75;22;49543393;49543466;-;
hsa-miR-3668;72;2.97;6;140205252;140205326;+;
hsa-miR-3668-3p:Novel;145;13.50;6;140205252;140205326;+;
hsa-miR-367-3p;53;5.04;4;112647874;112647941;-;
hsa-miR-367-5p;0;0.00;4;112647874;112647941;-;
hsa-miR-3670;2;0.00;16;18488301;18488365;-;
hsa-miR-3670-5p:Novel;29;0.81;16;18488301;18488365;-;
hsa-miR-3671;7;0.41;1;65057755;65057842;-;
hsa-miR-3671-5p:Novel;3;0.00;1;65057755;65057842;-;
hsa-miR-3672;4;0.00;X;121370972;121371053;+;
hsa-miR-3672-3p:Novel;5;0.20;X;121370972;121371053;+;
hsa-miR-3674;6;0.00;8;1801125;1801192;+;
hsa-miR-3674-3p:Novel;4;0.20;8;1801125;1801192;+;
hsa-miR-3675-3p;1;0.00;1;16858949;16859021;-;
hsa-miR-3675-5p;9;0.00;1;16858949;16859021;-;
hsa-miR-3677-3p;5;0.34;16;2270713;2270772;+;
hsa-miR-3677-5p;39;2.57;16;2270713;2270772;+;
hsa-miR-3678-3p;2;0.56;17;75406069;75406162;+;
hsa-miR-3678-5p;7;0.00;17;75406069;75406162;+;
hsa-miR-3679-3p;0;0.00;2;134127125;134127192;+;
hsa-miR-3679-5p;20;1.67;2;134127125;134127192;+;
hsa-miR-3680-3p;88;5.80;16;29599179;29599265;-;
hsa-miR-3680-5p;4;0.00;16;29599179;29599265;-;
hsa-miR-3681-3p;0;0.00;2;12199130;12199201;+;
hsa-miR-3681-5p;4;0.00;2;12199130;12199201;+;
hsa-miR-3682-3p;80;6.43;2;53849122;53849205;-;
hsa-miR-3682-5p;1;0.00;2;53849122;53849205;-;
hsa-miR-3683;0;0.00;7;7066964;7067045;-;
hsa-miR-3683-3p:Novel;22;2.47;7;7066964;7067045;-;
hsa-miR-3684;3;0.00;4;98997387;98997460;+;
hsa-miR-3684-5p:Novel;5;0.91;4;98997387;98997460;+;
hsa-miR-3685;2;0.00;12;95309923;95309984;+;
hsa-miR-3685-3p:Novel;53;3.62;12;95309923;95309984;+;
hsa-miR-3686;8;1.45;8;129484057;129484142;-;
hsa-miR-3686-5p:Novel;9;1.74;8;129484057;129484142;-;
hsa-miR-3688-3p;0;0.00;4;159128805;159128891;+;
hsa-miR-3688-5p;1;0.00;4;159128805;159128891;+;
hsa-miR-3689a-3p;14;1.64;9;134849487;134849564;-;
hsa-miR-3689a-5p, hsa-miR-3689b-5p, hsa-miR-3689e;32;2.34;9;134850570;134850641;-;
hsa-miR-3689b-3p, hsa-miR-3689c;27;2.52;9;134849298;134849369;-;
hsa-miR-3689c-5p:Novel;5;0.00;9;134849298;134849369;-;
hsa-miR-3689d;32;4.22;9;134850277;134850356;-;
hsa-miR-3689d-3p:Novel;138;12.38;9;134850277;134850356;-;
hsa-miR-3689e-3p:Novel;3;0.00;9;134850570;134850641;-;
hsa-miR-3689f;1;0.00;9;134850742;134850807;-;
hsa-miR-3689f-3p:Novel;14;1.63;9;134850742;134850807;-;
hsa-miR-369-3p;2;0.22;14;101065598;101065667;+;
hsa-miR-369-5p;2;0.48;14;101065598;101065667;+;
hsa-miR-3690;0;0.00;Y;1293918;1293992;+;
hsa-miR-3690-3p:Novel;4;1.13;Y;1293918;1293992;+;
hsa-miR-3691-3p;12;1.49;6;5148233;5148322;-;
hsa-miR-3691-5p;14;1.89;6;5148233;5148322;-;
hsa-miR-3692-3p;2;0.00;6;157529132;157529200;+;
hsa-miR-3692-5p;13;1.76;6;157529132;157529200;+;
hsa-miR-370-3p;6;1.12;14;100911139;100911213;+;
hsa-miR-370-5p;2;0.69;14;100911139;100911213;+;
hsa-miR-3713;1;0.00;15;76586647;76586691;+;
hsa-miR-3713-3p:Novel;0;0.19;15;76586647;76586691;+;
hsa-miR-3714;21;1.00;3;16933196;16933260;+;
hsa-miR-3714-3p:Novel;230;69.25;3;16933196;16933260;+;
hsa-miR-371a-3p;123;12.12;19;53787675;53787741;+;
hsa-miR-371a-5p;224;56.32;19;53787675;53787741;+;
hsa-miR-371b-3p;0;0.00;19;53787677;53787742;-;
hsa-miR-371b-5p;1;0.00;19;53787677;53787742;-;
hsa-miR-372-3p;8;0.35;19;53787890;53787956;+;
hsa-miR-372-5p;5;0.57;19;53787890;53787956;+;
hsa-miR-373-3p;3;0.40;19;53788705;53788773;+;
hsa-miR-373-5p;2;0.00;19;53788705;53788773;+;
hsa-miR-374a-3p;1;0.00;X;74287286;74287357;-;
hsa-miR-374a-5p;3;0.00;X;74287286;74287357;-;
hsa-miR-374b-3p;0;0.00;X;74218547;74218618;-;
hsa-miR-374b-5p;4;0.00;X;74218547;74218618;-;
hsa-miR-374c-3p;0;0.00;X;74218549;74218618;+;
hsa-miR-374c-5p;1;0.00;X;74218549;74218618;+;
hsa-miR-375-3p;92;6.61;2;219001645;219001708;-;
hsa-miR-375-5p;2;0.00;2;219001645;219001708;-;
hsa-miR-376a-2-5p;0;0.00;14;101040069;101040148;+;
hsa-miR-376a-3p;4;0.35;14;101040069;101040148;+;
hsa-miR-376a-5p;0;0.00;14;101040782;101040849;+;
hsa-miR-376b-3p;3;0.00;14;101040436;101040535;+;
hsa-miR-376b-5p;0;0.00;14;101040436;101040535;+;
hsa-miR-376c-3p;0;0.00;14;101039690;101039755;+;
hsa-miR-376c-5p;1;0.00;14;101039690;101039755;+;
hsa-miR-377-3p;0;0.00;14;101062050;101062118;+;
hsa-miR-377-5p;0;0.00;14;101062050;101062118;+;
hsa-miR-378a-3p;116;9.88;5;149732825;149732890;+;
hsa-miR-378a-5p;3;0.00;5;149732825;149732890;+;
hsa-miR-378b;37;2.74;3;10330229;10330285;+;
hsa-miR-378b-5p:Novel;53;1.00;3;10330229;10330285;+;
hsa-miR-378c;93;7.54;10;130962588;130962668;-;
hsa-miR-378c-3p:Novel;42;1.63;10;130962588;130962668;-;
hsa-miR-378d;33;2.96;4;5923275;5923328;-;
hsa-miR-378d-1:Novel;6;0.00;4;5923275;5923328;-;
hsa-miR-378d-2-3p:Novel;26;2.47;8;93916022;93916119;-;
hsa-miR-378e;21;2.17;5;170028488;170028566;+;
hsa-miR-378e-5p:Novel;9;1.20;5;170028488;170028566;+;
hsa-miR-378f;52;4.42;1;23929070;23929147;+;
hsa-miR-378f-5p:Novel;42;3.50;1;23929070;23929147;+;
hsa-miR-378g;2;0.24;1;94745860;94745900;-;
hsa-miR-378g-3p:Novel;14;0.61;1;94745860;94745900;-;
hsa-miR-378h;201;43.56;5;154829458;154829540;+;
hsa-miR-378h-3p:Novel;105;8.42;5;154829458;154829540;+;
hsa-miR-378i;177;43.07;22;41923222;41923297;-;
hsa-miR-378i-3p:Novel;102;8.38;22;41923222;41923297;-;
hsa-miR-378j;11;1.23;17;37614931;37615039;-;
hsa-miR-378j-3p:Novel;101;7.89;17;37614931;37615039;-;
hsa-miR-379-3p;0;0.00;14;101022066;101022132;+;
hsa-miR-379-5p;67;4.95;14;101022066;101022132;+;
hsa-miR-380-3p;1;0.00;14;101025017;101025077;+;
hsa-miR-380-5p;10;0.89;14;101025017;101025077;+;
hsa-miR-381-3p;3;0.00;14;101045920;101045994;+;
hsa-miR-381-5p;1;0.00;14;101045920;101045994;+;
hsa-miR-382-3p;0;0.00;14;101054306;101054381;+;
hsa-miR-382-5p;13;0.44;14;101054306;101054381;+;
hsa-miR-383-3p;1;0.00;8;14853438;14853510;-;
hsa-miR-383-5p;60;4.43;8;14853438;14853510;-;
hsa-miR-384;4;0.21;X;76919273;76919360;-;
hsa-miR-384-5p:Novel;0;0.00;X;76919273;76919360;-;
hsa-miR-3907;97;8.30;7;151433489;151433639;-;
hsa-miR-3907-5p:Novel;203;21.08;7;151433489;151433639;-;
hsa-miR-3908;27;3.58;12;123536409;123536534;+;
hsa-miR-3908-3p:Novel;5;0.69;12;123536409;123536534;+;
hsa-miR-3909;33;3.87;22;35335640;35335758;+;
hsa-miR-3909-5p:Novel;27;2.54;22;35335640;35335758;+;
hsa-miR-3910;5;0.58;9;91636264;91636345;-;
hsa-miR-3910-5p:Novel;5;0.48;9;91636264;91636345;-;
hsa-miR-3911;71;5.01;9;127690687;127690795;-;
hsa-miR-3911-3p:Novel;178;18.49;9;127690687;127690795;-;
hsa-miR-3912-3p;3;0.00;5;171386656;171386760;-;
hsa-miR-3912-5p;3;0.00;5;171386656;171386760;-;
hsa-miR-3913-3p;5;0.85;12;69584723;69584822;+;
hsa-miR-3913-5p;1;0.00;12;69584723;69584822;+;
hsa-miR-3914;3;0.69;7;71307674;71307768;+;
hsa-miR-3914-5p:Novel;3;0.54;7;71307674;71307768;+;
hsa-miR-3915;8;0.73;X;32583656;32583752;-;
hsa-miR-3915-3p:Novel;3;0.00;X;32583656;32583752;-;
hsa-miR-3916;14;1.65;1;247201967;247202060;-;
hsa-miR-3916-3p:Novel;223;41.21;1;247201967;247202060;-;
hsa-miR-3917;19;2.82;1;25906362;25906454;-;
hsa-miR-3917-5p:Novel;69;6.45;1;25906362;25906454;-;
hsa-miR-3918;12;0.73;6;158764661;158764753;-;
hsa-miR-3918-3p:Novel;13;2.42;6;158764661;158764753;-;
hsa-miR-3919;21;0.44;3;159282646;159282734;+;
hsa-miR-3919-5p:Novel;1;0.45;3;159282646;159282734;+;
hsa-miR-3920;172;18.53;11;101519820;101519905;-;
hsa-miR-3920-5p:Novel;49;1.07;11;101519820;101519905;-;
hsa-miR-3921;22;2.87;3;99964314;99964398;-;
hsa-miR-3921-5p:Novel;0;0.00;3;99964314;99964398;-;
hsa-miR-3922-3p;2;0.00;12;104591633;104591716;+;
hsa-miR-3922-5p;7;1.02;12;104591633;104591716;+;
hsa-miR-3923;12;1.38;3;79507887;79507969;+;
hsa-miR-3923-5p:Novel;2;0.00;3;79507887;79507969;+;
hsa-miR-3924;1;0.00;10;57304479;57304559;-;
hsa-miR-3924-5p:Novel;16;0.34;10;57304479;57304559;-;
hsa-miR-3925-3p;0;0.00;6;36622436;36622512;-;
hsa-miR-3925-5p;6;1.03;6;36622436;36622512;-;
hsa-miR-3926;2;0.00;8;12727237;12727299;+;
hsa-miR-3926-3p:Novel;4;0.94;8;12727237;12727299;+;
hsa-miR-3927-3p;6;0.00;9;109511475;109511545;-;
hsa-miR-3927-5p;0;0.00;9;109511475;109511545;-;
hsa-miR-3928-3p;99;8.41;22;31160062;31160119;-;
hsa-miR-3928-5p;19;0.72;22;31160062;31160119;-;
hsa-miR-3929;58;5.95;18;35934088;35934142;-;
hsa-miR-3929-5p:Novel;19;0.09;18;35934088;35934142;-;
hsa-miR-3934-3p;102;8.79;6;33698128;33698234;+;
hsa-miR-3934-5p;25;3.14;6;33698128;33698234;+;
hsa-miR-3935;160;15.30;16;56245520;56245623;+;
hsa-miR-3935-5p:Novel;28;0.77;16;56245520;56245623;+;
hsa-miR-3936;87;6.86;5;132365490;132365599;-;
hsa-miR-3936-5p:Novel;42;3.08;5;132365490;132365599;-;
hsa-miR-3937;9;1.23;X;39661216;39661321;+;
hsa-miR-3937-5p:Novel;12;2.06;X;39661216;39661321;+;
hsa-miR-3938;8;1.04;3;55852492;55852594;-;
hsa-miR-3938-5p:Novel;52;3.99;3;55852492;55852594;-;
hsa-miR-3939;5;1.00;6;166997807;166997912;-;
hsa-miR-3939-5p:Novel;14;1.68;6;166997807;166997912;-;
hsa-miR-3940-3p;1;0.00;19;6416410;6416511;-;
hsa-miR-3940-5p;20;2.35;19;6416410;6416511;-;
hsa-miR-3941;36;1.73;10;122416965;122417067;+;
hsa-miR-3941-5p:Novel;3;0.54;10;122416965;122417067;+;
hsa-miR-3942-3p;0;0.00;15;35372256;35372364;-;
hsa-miR-3942-5p;0;0.00;15;35372256;35372364;-;
hsa-miR-3943;31;2.54;7;43150895;43150994;+;
hsa-miR-3943-3p:Novel;90;6.85;7;43150895;43150994;+;
hsa-miR-3944-3p;1;0.36;10;133371556;133371663;-;
hsa-miR-3944-5p;0;0.00;10;133371556;133371663;-;
hsa-miR-3945;9;1.75;4;184851013;184851110;-;
hsa-miR-3945-3p:Novel;45;2.96;4;184851013;184851110;-;
hsa-miR-3960;128;11.54;9;127785833;127785923;+;
hsa-miR-3960-5p:Novel;222;99.30;9;127785833;127785923;+;
hsa-miR-3972;139;12.49;1;17277889;17277975;+;
hsa-miR-3972-5p:Novel;60;3.76;1;17277889;17277975;+;
hsa-miR-3973;10;2.00;11;36010098;36010204;+;
hsa-miR-3973-5p:Novel;2;0.44;11;36010098;36010204;+;
hsa-miR-3974;4;0.65;12;17673299;17673394;+;
hsa-miR-3974-3p:Novel;8;0.25;12;17673299;17673394;+;
hsa-miR-3975;13;0.41;18;35591737;35591806;+;
hsa-miR-3975-5p:Novel;4;0.00;18;35591737;35591806;+;
hsa-miR-3976;142;13.58;18;5840695;5840833;+;
hsa-miR-3976-3p:Novel;113;9.73;18;5840695;5840833;+;
hsa-miR-3977;1;0.00;5;82840155;82840224;+;
hsa-miR-3977-3p:Novel;0;0.00;5;82840155;82840224;+;
hsa-miR-3978;5;0.73;X;110082118;110082218;+;
hsa-miR-3978-3p:Novel;12;2.51;X;110082118;110082218;+;
hsa-miR-409-3p;4;0.00;14;101065300;101065378;+;
hsa-miR-409-5p;4;1.00;14;101065300;101065378;+;
hsa-miR-410-3p;15;0.46;14;101065912;101065991;+;
hsa-miR-410-5p;7;0.37;14;101065912;101065991;+;
hsa-miR-411-3p;3;0.00;14;101023325;101023420;+;
hsa-miR-411-5p;110;8.44;14;101023325;101023420;+;
hsa-miR-412-3p;2;0.37;14;101065447;101065537;+;
hsa-miR-412-5p;28;2.91;14;101065447;101065537;+;
hsa-miR-421;2;0.00;X;74218377;74218461;-;
hsa-miR-421-5p:Novel;4;0.00;X;74218377;74218461;-;
hsa-miR-422a;125;11.10;15;63870930;63871019;-;
hsa-miR-422a-3p:Novel;31;2.94;15;63870930;63871019;-;
hsa-miR-423-3p;22;1.40;17;30117079;30117172;+;
hsa-miR-423-5p;104;9.08;17;30117079;30117172;+;
hsa-miR-424-3p;5;0.35;X;134546614;134546711;-;
hsa-miR-425-3p;158;20.10;3;49020148;49020234;-;
hsa-miR-425-5p;12;0.59;3;49020148;49020234;-;
hsa-miR-4251;18;1.66;1;3127975;3128035;+;
hsa-miR-4251-5p:Novel;2;0.00;1;3127975;3128035;+;
hsa-miR-4252;64;4.04;1;6429834;6429896;-;
hsa-miR-4252-5p:Novel;28;1.74;1;6429834;6429896;-;
hsa-miR-4253;13;0.44;1;22863159;22863226;-;
hsa-miR-4253-5p:Novel;6;0.00;1;22863159;22863226;-;
hsa-miR-4254;229;107.65;1;31758660;31758735;-;
hsa-miR-4254-5p:Novel;164;27.27;1;31758660;31758735;-;
hsa-miR-4255;3;0.00;1;37161563;37161634;+;
hsa-miR-4255-3p:Novel;44;3.19;1;37161563;37161634;+;
hsa-miR-4256;10;0.32;1;112461770;112461833;-;
hsa-miR-4256-3p:Novel;8;1.73;1;112461770;112461833;-;
hsa-miR-4257;53;4.07;1;150551929;150552014;+;
hsa-miR-4257-5p:Novel;39;1.96;1;150551929;150552014;+;
hsa-miR-4258;93;7.92;1;154975693;154975783;+;
hsa-miR-4258-3p:Novel;167;17.39;1;154975693;154975783;+;
hsa-miR-4259;211;27.09;1;159899979;159900079;-;
hsa-miR-4259-5p:Novel;121;10.42;1;159899979;159900079;-;
hsa-miR-4260;48;4.14;1;209623444;209623510;-;
hsa-miR-4260-3p:Novel;74;4.57;1;209623444;209623510;-;
hsa-miR-4261;21;1.46;2;10192614;10192671;-;
hsa-miR-4261-5p:Novel;47;3.46;2;10192614;10192671;-;
hsa-miR-4262;2;0.35;2;11836933;11836986;-;
